,0,1
"(2490688, 'C04')",-13.902565622806616,6.451139408518038
"(2490688, 'D18')",3.256536225160037,4.362454757298141
"(2490688, 'M07')",-16.578982668520606,14.215056000080645
"(2490688, 'I03')",-13.658919261759502,4.329623773791377
"(2490688, 'J05')",-2.5385169949153776,-1.5601144232586703
"(2490688, 'M03')",-20.08573054682554,2.530531223211643
"(2490688, 'D08')",-2.6899388099016153,-3.4649043711200975
"(2490688, 'F04')",-3.5219906713930826,2.501933737693012
"(2490688, 'H19')",-3.3977328266850666,-1.7654188231657217
"(2490688, 'K10')",-18.10949961943547,5.336698478303239
"(2490688, 'L13')",0.6679351522999757,4.412134250267838
"(2490688, 'H15')",-1.4590750898980827,1.6805551686960616
"(2490688, 'K21')",-14.702531724472701,-0.22024024427754166
"(2490688, 'I12')",-23.85759403798549,2.7108134492608102
"(2490688, 'M15')",-25.01234365039034,3.7471459832199603
"(2490688, 'C05')",-14.216814839936957,-0.9524410166128052
"(2490688, 'L10')",-5.253523587719118,-2.9466711707138655
"(2490688, 'L08')",-2.8904805135357146,-1.110824588573769
"(2490688, 'H08')",-1.6809959728090842,1.3001727687005848
"(2490688, 'J21')",-4.4685643868838145,-1.91674126978364
"(2490688, 'D12')",-3.5307510953581867,-0.4177259640811073
"(2490688, 'H10')",-7.514357927756916,-1.838727958300327
"(2490688, 'K13')",-17.445096101809224,3.7888869028107615
"(2490688, 'F09')",-8.718522833292322,-3.1231146360154085
"(2490688, 'L11')",0.37383726301063797,1.1059615249194958
"(2490688, 'L09')",-2.4402444268911148,-2.4602884280641435
"(2490688, 'C19')",-13.78681086613803,0.4389358554382671
"(2490688, 'L18')",-13.310491657110182,-2.800160805900332
"(2490688, 'F10')",-5.306652134801996,-3.0663098307155483
"(2490688, 'E09')",-16.765501497374736,1.788486412755718
"(2490688, 'J03')",-1.0693446635153094,-2.511153895459043
"(2490688, 'I08')",-12.604776678215796,-0.06463346829533932
"(2490688, 'D07')",2.7535293167747246,11.865381297670124
"(2490688, 'M14')",-20.318906371390415,2.8752001609551585
"(2490688, 'I05')",-22.893279496425045,16.26188187149172
"(2490688, 'J07')",2.2378210634508053,1.1771504332614824
"(2490688, 'C07')",-17.71230719214654,2.475819498883756
"(2490688, 'K19')",-14.315243307141209,-4.520987861963804
"(2490688, 'N18')",-0.1888081192850582,4.089222715413037
"(2490688, 'C10')",-21.24014166081445,10.874628594232734
"(2490688, 'J12')",-3.5560382861870954,-6.5278916773146065
"(2490688, 'E04')",-12.540960410204006,-1.2850845929703303
"(2490688, 'G12')",-14.242235246259641,-1.7536641449749066
"(2490688, 'I09')",-21.928077512756904,3.7123036629344393
"(2490688, 'J20')",-10.673254821169566,-2.145588165686348
"(2490688, 'D13')",-10.527246464569904,-2.670484263621851
"(2490688, 'G15')",-11.716102678792094,-0.6397462568010579
"(2490688, 'M13')",-15.97215749066901,10.560889951218481
"(2490688, 'K03')",-12.86130156020513,-4.21267854888174
"(2490688, 'L19')",-1.905267184152398,0.4104204019021468
"(2490688, 'C06')",-17.81631583933941,-0.4018054803916015
"(2490688, 'C08')",-21.14264167791052,8.026224697196911
"(2490689, 'E03')",4.6253363098939975,10.816897219127753
"(2490689, 'D16')",-15.861537126151186,-2.513909037655669
"(2490689, 'N09')",-21.790712403510863,8.655246786801726
"(2490689, 'J08')",-21.06436567822512,1.476792775577954
"(2490689, 'K07')",9.481280300245547,11.176466246242466
"(2490689, 'G15')",7.490652844776166,11.148151480648842
"(2490689, 'N21')",2.997553609498667,1.7839929948833515
"(2490689, 'I14')",-2.370348494986484,-7.287141278944594
"(2490689, 'F14')",-18.57004945713458,7.081111263633058
"(2490689, 'H16')",1.747337056499536,7.986940477272895
"(2490689, 'H03')",-21.995355789882346,5.306930721367732
"(2490689, 'L06')",-8.24393370704156,-3.169860648628772
"(2490689, 'N06')",-14.831056939455973,4.905017171576333
"(2490689, 'I20')",-8.677609885356361,-6.101357858191748
"(2490689, 'G22')",7.807516952484041,8.828185838034214
"(2490689, 'N19')",-22.003796648569985,20.62141921371387
"(2490689, 'M17')",6.134574077572491,7.555026802913189
"(2490689, 'E06')",9.697585820017563,13.303001188126848
"(2490689, 'F17')",-15.075800107057429,-4.273443092332989
"(2490689, 'N13')",-17.426783708657368,3.5841880528292087
"(2490689, 'K21')",7.547535277608709,8.597332820969886
"(2490689, 'F13')",-23.12552290445261,6.94558675031417
"(2490689, 'C22')",6.208658634309156,9.256520203120445
"(2490689, 'E18')",6.135005049465512,10.824850976678269
"(2490689, 'H05')",-21.79522022324086,4.608504317910087
"(2490689, 'M06')",6.759439018288099,4.717919918877132
"(2490689, 'I08')",4.571632059862091,5.548334943420404
"(2490689, 'J19')",-18.79112516890257,2.2012272355568316
"(2490689, 'M16')",6.509015800100624,6.866462090576716
"(2490689, 'N17')",-21.183390057071012,7.255594642245483
"(2490689, 'C08')",6.081708630150689,15.041815122004301
"(2490689, 'F11')",-6.231921171984714,-0.37610134228703834
"(2490689, 'N20')",-21.480553364628264,19.227812079081623
"(2490689, 'L22')",11.429730000736487,11.465492272653174
"(2490689, 'D19')",-26.189937921625692,16.065269475608712
"(2490689, 'K20')",8.056873450641445,14.644346897481922
"(2490689, 'L20')",-18.75788123974248,19.638252165455693
"(2490689, 'D09')",-10.93996851302306,-1.079581472575742
"(2490689, 'G04')",0.9074645881206763,8.22560236813803
"(2490689, 'N11')",-19.694002756039424,0.6888134754982032
"(2490689, 'G18')",9.363298621810381,11.075545778567589
"(2490689, 'L12')",-13.45943713562582,-0.1459053268657992
"(2490689, 'I04')",6.630536772533928,4.8398624568031625
"(2490689, 'D13')",-18.0182658208416,4.935770441291472
"(2490689, 'D12')",-10.316043080063793,-0.43501405020790185
"(2490689, 'N12')",-19.38734035648187,2.0003982227791464
"(2490689, 'D20')",-20.285325895503743,11.45313684998415
"(2490689, 'H22')",2.2973262240154515,2.63157776985081
"(2490689, 'G19')",-1.1332380609682247,1.328258908792124
"(2490689, 'K16')",7.243097633222273,8.691387685543914
"(2490689, 'H12')",-5.639285440549473,-0.594216529701775
"(2490689, 'K10')",4.581217643816942,1.7416852331578003
"(2490689, 'E08')",7.582350578890007,13.425267066817858
"(2490689, 'C12')",8.502423968556563,17.18692605063806
"(2490689, 'G10')",1.493939973364907,4.389997805904791
"(2490689, 'L18')",-27.9155468370866,10.292580605056227
"(2490689, 'L16')",-8.72870480972992,2.5961560578947442
"(2490689, 'N08')",-25.66201017654475,11.422205472854676
"(2490689, 'G07')",9.85062670752709,10.239792699161987
"(2490689, 'J05')",-11.35249587425687,-0.31146346662459745
"(2490689, 'I15')",4.58746452409852,7.228327161995341
"(2490689, 'E17')",3.827710478794017,5.0502525319171
"(2490689, 'L21')",6.7838453763156785,6.4880978334831
"(2490689, 'F10')",-22.645394759473348,-0.5551868492980052
"(2490689, 'L17')",-21.28327859907635,2.8713681273931178
"(2490689, 'M03')",6.214634114376182,6.954340999601429
"(2490689, 'J15')",-3.6683364669189884,-2.0211156309541254
"(2490689, 'F04')",-16.609978961741064,-1.5578991279460348
"(2490689, 'H19')",-0.9588951385490584,0.3820198300203911
"(2490689, 'K04')",7.369057802616525,6.684527063350658
"(2490689, 'J10')",-12.522699217180339,3.303065894775291
"(2490689, 'C17')",-10.050837338684326,-4.308057743838005
"(2490689, 'D10')",-18.652396078686788,0.06474147362950576
"(2490689, 'M08')",7.4264779587777285,5.909619577540206
"(2490689, 'I11')",6.801781084696219,6.97458199520225
"(2490689, 'H13')",-3.0114118862439008,-3.398049639686031
"(2490689, 'E21')",-0.3870227603332247,4.569279637271723
"(2490689, 'C03')",9.96816995449225,12.158173532197193
"(2490689, 'G20')",8.15373835360715,10.155495477970051
"(2490689, 'K09')",9.515291218595891,15.785568079020047
"(2490689, 'M11')",3.280343071909622,5.674750215554801
"(2490689, 'E19')",6.653279341439147,7.287692846217738
"(2490689, 'L04')",-12.710770126404345,2.29239771198898
"(2490689, 'H17')",6.446939968082888,7.419393924622636
"(2490689, 'C10')",7.037601035027191,13.048869498424516
"(2490689, 'G12')",2.352972820570366,3.0616482770516353
"(2490689, 'J18')",-7.502399325586084,-3.142552701253158
"(2490689, 'J06')",-5.96092967495896,-2.5495181191294476
"(2490689, 'L11')",-3.6717152463118197,0.5875352410432817
"(2490689, 'H04')",-25.457737928447877,-0.2764336120078132
"(2490689, 'L10')",-15.36338463037329,-2.1046185612006254
"(2490689, 'H09')",-22.82348868662596,4.077823940078627
"(2490689, 'H14')",-15.33775960413392,5.092942250094011
"(2490689, 'E11')",8.211301830118407,8.007682644888321
"(2490689, 'D11')",-20.590949389380015,6.385525045069573
"(2490689, 'D22')",9.20833120139394,12.955130171935467
"(2490689, 'K18')",5.58657492558507,5.849431394153944
"(2490689, 'K08')",6.072412576718229,2.0795870903185665
"(2490689, 'E16')",7.813861766920212,13.590543963921542
"(2490689, 'C15')",8.520429728652575,15.523852127142588
"(2490689, 'M10')",-0.40950163434991066,-0.08789943290588322
"(2490689, 'D15')",-14.434143392270531,0.27777152734222443
"(2490689, 'N16')",-14.800146301074573,5.279176220939206
"(2490689, 'K12')",1.3283390513088955,5.502425950207777
"(2490689, 'G16')",8.39102232953896,4.176531982191189
"(2490689, 'N04')",-18.654074757942574,9.70043085143629
"(2490689, 'H10')",-16.341793395769066,1.21744474068679
"(2490689, 'G17')",7.453122556238021,11.248195177455155
"(2490689, 'F05')",-18.850080064369674,3.6491388192147505
"(2490689, 'J11')",-12.077574392381974,0.5591563697812808
"(2490689, 'F09')",-13.400632137723113,-2.340515965159025
"(2490689, 'D21')",-16.654270640625988,16.27916722714208
"(2490689, 'J03')",-15.804594255940618,-1.6187071681381353
"(2490689, 'E14')",4.476470170039196,1.7008580664470714
"(2490689, 'E04')",5.4449343720363155,2.0763535243762496
"(2490689, 'D14')",-6.544026793373398,0.953925312430089
"(2490689, 'J09')",-22.076196105670565,1.091308578061897
"(2490689, 'G03')",8.946729644313118,6.8285357019595425
"(2490689, 'F08')",-15.42908970302752,-0.44460887216581013
"(2490689, 'K19')",8.081445813895884,6.2506842403374945
"(2490689, 'G05')",4.23361551860752,10.633463807175897
"(2490689, 'I06')",5.209480522283357,3.6859091458220954
"(2490689, 'E20')",5.948412892740925,3.2014509312239277
"(2490689, 'K17')",7.89510960624799,10.216044734068713
"(2490689, 'N03')",-19.23876938067302,15.754186993032496
"(2490689, 'F07')",-15.177830420474178,0.008132654154415752
"(2490689, 'D06')",-14.10244902147999,0.8329382735555725
"(2490689, 'N15')",-19.25093493378481,8.377509134646756
"(2490689, 'G14')",9.750039180695774,11.009121242378178
"(2490689, 'D18')",-18.799365789731336,4.351803124742812
"(2490689, 'C09')",10.645390201895806,9.485251163728261
"(2490689, 'I16')",4.658727190027056,4.901403593615834
"(2490689, 'E10')",8.236138399964046,9.694588078350444
"(2490689, 'J16')",-6.576276056767288,4.333118229963728
"(2490689, 'D17')",-10.098072536382736,-2.1836303498759637
"(2490689, 'N05')",-15.194888373726974,4.432023353033535
"(2490689, 'D03')",-20.980478499081936,9.73334781451143
"(2490689, 'D04')",-15.675379671827585,10.915876943181045
"(2490689, 'L05')",-19.85315872970853,-0.41190727499408303
"(2490689, 'L03')",-13.977547724206161,21.630715334770525
"(2490689, 'E22')",6.44362001755464,11.22678459884726
"(2490689, 'M20')",5.236147011823547,7.256760090685781
"(2490689, 'F20')",-23.017039598840043,17.73342026091002
"(2490689, 'G21')",6.834344609576074,16.64304097273913
"(2490689, 'C06')",8.626400829731564,10.32604224538366
"(2490689, 'M07')",6.860673883414818,15.79981843075208
"(2490689, 'K11')",4.15150007857035,3.550096586271401
"(2490689, 'I17')",5.739141467764738,0.6781572943283773
"(2490689, 'H20')",6.656431685802116,14.51486326026875
"(2490689, 'C07')",6.611116723260542,14.862966933697017
"(2490689, 'J07')",-14.598643857518558,-3.22104410205425
"(2490689, 'K06')",7.678584889169993,9.897105650749698
"(2490689, 'J22')",9.044608724602297,15.168814308925642
"(2490689, 'E09')",7.774441894314131,7.142943526865552
"(2490689, 'C18')",9.456725771961507,9.085636657335426
"(2490689, 'L15')",-8.047147235856242,-2.885027191807637
"(2490689, 'I13')",5.388368296483715,9.555594967577054
"(2490689, 'C11')",9.925867033562957,24.94372807918258
"(2490689, 'F22')",3.4003369392427687,7.578477831954639
"(2490689, 'K14')",5.91602317929014,6.08095838003389
"(2490689, 'E12')",8.623125522834295,8.028371010135203
"(2490689, 'M19')",9.384283256965212,12.313446877011312
"(2490689, 'C05')",7.26301943364624,10.112681591713656
"(2490689, 'H15')",-8.313943872822946,-0.27014342334442965
"(2490689, 'F03')",-18.338643227334178,0.6659487577391247
"(2490689, 'K13')",7.874282236470013,7.430449649840143
"(2490689, 'M12')",6.781454417166794,2.008720128882066
"(2490689, 'H06')",-20.224482948937254,4.9711068460488015
"(2490689, 'I19')",2.9606807446030246,4.615609723186057
"(2490689, 'I12')",0.2317067052557758,4.45344571223279
"(2490689, 'I03')",3.467311068381644,14.404978060780033
"(2490689, 'C04')",-3.59714345250842,1.1063955471303146
"(2490689, 'M22')",9.013053006860153,12.817054666109811
"(2490689, 'D08')",-14.641400721493905,-0.6696405730937144
"(2490689, 'L19')",-19.055753632253428,17.81775448704265
"(2490689, 'M18')",9.103920717386819,8.64369860705436
"(2490689, 'M09')",9.323846723362793,12.374393182883951
"(2490689, 'I05')",6.347536001645543,0.21847378766749107
"(2490689, 'N18')",-20.26736456776543,5.089688364313963
"(2490689, 'F19')",-25.216143900357775,18.384556701990025
"(2490689, 'C21')",4.435682812249763,12.865427324276624
"(2490689, 'N14')",-18.321076557918378,-0.009801666830245578
"(2490689, 'I22')",8.885289522476903,13.48776459625663
"(2490689, 'J21')",6.606189322963709,8.89223725939005
"(2490689, 'J17')",-4.258265882090715,-2.055653353389753
"(2490689, 'K03')",4.841280968998419,4.237310908043386
"(2490689, 'E07')",3.1964936266597364,1.6917110332337681
"(2490689, 'G08')",5.612920135472614,12.5193684957583
"(2490689, 'H08')",-9.703848653279895,-0.7040421567702773
"(2490689, 'M14')",7.1665970033148785,6.25559119768049
"(2490689, 'F16')",-5.9436503383775285,-0.24854549661526654
"(2490689, 'E05')",5.360582752064415,2.5208416239491385
"(2490689, 'G13')",3.1511305827382383,1.467083142168381
"(2490689, 'I21')",5.433459910551618,10.114863620991217
"(2490689, 'K05')",6.283228117574943,8.28058556959475
"(2490689, 'F18')",-12.026655020490479,-2.8704347430465544
"(2490689, 'G11')",2.0202584381401025,6.85284354932828
"(2490689, 'H21')",4.783748610332537,10.238403217086324
"(2490689, 'C16')",9.46280325172902,10.324762287216872
"(2490689, 'H18')",2.2576813565751346,4.686153160424107
"(2490689, 'F15')",-13.066769616896243,-5.141625156898349
"(2490689, 'K22')",8.62236723672912,11.747211937777454
"(2490689, 'H07')",-16.296831788793792,-1.3874262622967488
"(2490689, 'N07')",-19.424808045234606,4.619708227289683
"(2490689, 'E15')",7.785338138578908,6.866016288863823
"(2490689, 'G06')",4.865010730653815,12.728970977455242
"(2490689, 'L13')",-8.45497911337778,-0.10435034345429266
"(2490689, 'I18')",4.343351658874733,6.26691787210361
"(2490689, 'C19')",7.358676051968383,10.687422373829486
"(2490689, 'N22')",11.978912640945564,12.151907174087368
"(2490689, 'H11')",-21.877697597527643,-2.850428497863916
"(2490689, 'J04')",-12.484778421294358,-4.73084034340106
"(2490689, 'F21')",-20.43041869669859,19.051557495043465
"(2490689, 'J13')",-19.256882981955517,-3.214131588671587
"(2490689, 'M21')",-4.321629455342653,-0.2725443345193634
"(2490689, 'K15')",2.3368598061438086,8.216963837556369
"(2490689, 'C14')",5.972474723611905,4.270797824646266
"(2490689, 'E13')",9.103596335733942,9.99124922183778
"(2490689, 'J20')",-3.876544628136796,-1.6985050522500729
"(2490689, 'M15')",7.523507940840772,13.32731287910899
"(2490689, 'L14')",-3.1699602182981397,0.6599890527339004
"(2490689, 'G09')",7.8584601047617175,8.930657226401385
"(2490689, 'L08')",-14.558636568612139,-0.4859037161575572
"(2490689, 'D07')",-6.7905298233496625,0.2991537167639098
"(2490689, 'I10')",5.117023537310656,-3.352995053583961
"(2490689, 'F06')",-12.18399931686899,-2.9747483742583096
"(2490689, 'D05')",-15.826767536656133,-2.7910308152163346
"(2490689, 'C13')",3.8448343130320164,7.703553365464613
"(2490689, 'L09')",-14.830235193376193,-4.597739093612637
"(2490689, 'M05')",5.0991692219332405,3.562743513167277
"(2490689, 'L07')",-3.8649538438169007,3.941665374836804
"(2490689, 'M04')",7.487476421080693,5.751975167804788
